20200828, 0, 10, 3, 22.5, 4, 1.6, 1.6
20200828, 1, 10, 6, 22.5, 4, 1.6, 1.6
20200828, 2, 10, 5, 22.5, 4, 1.6, 1.6
20200828, 3, 10, 9, 22.5, 4, 1.6, 1.6
20200828, 4, 10, 7, 22.5, 4, 1.6, 1.6
20200828, 5, 10, 7, 22.5, 4, 1.6, 1.6
20200828, 6, 10, 6, 22.5, 4, 1.6, 1.6
20200828, 7, 10, 8, 22.5, 4, 1.6, 1.6
20200828, 8, 10, 8, 22.5, 4, 1.6, 1.6
20200828, 9, 10, 6, 22.5, 4, 1.6, 1.6
20200828, 10, 10, 6, 22.5, 4, 1.6, 1.6
20200828, 11, 10, 5, 22.5, 4, 1.6, 1.6
20200828, 12, 10, 6, 22.5, 4, 1.6, 1.6
20200828, 13, 10, 3, 22.5, 4, 1.6, 1.6
20200828, 14, 10, 6, 22.5, 4, 1.6, 1.6
20200828, 15, 10, 4, 22.5, 4, 1.6, 1.6
20200828, 16, 10, 4, 22.5, 4, 1.6, 1.6
20200828, 17, 10, 7, 22.5, 4, 1.6, 1.6
20200828, 18, 10, 3, 22.5, 4, 1.6, 1.6
20200828, 19, 10, 6, 22.5, 4, 1.6, 1.6
20200828, 20, 10, 4, 22.5, 4, 1.6, 1.6
20200828, 21, 10, 5, 22.5, 4, 1.6, 1.6
20200828, 22, 10, 5, 22.5, 4, 1.6, 1.6
20200828, 23, 10, 6, 22.5, 4, 1.6, 1.6
20200828, 24, 10, 3, 22.5, 4, 1.6, 1.6
20200828, 25, 10, 8, 22.5, 4, 1.6, 1.6
20200828, 26, 10, 4, 22.5, 4, 1.6, 1.6
20200828, 27, 10, 3, 22.5, 4, 1.6, 1.6
20200828, 28, 10, 2, 22.5, 4, 1.6, 1.6
20200828, 29, 10, 4, 22.5, 4, 1.6, 1.6
20200828, 30, 10, 6, 22.5, 4, 1.6, 1.6
20200828, 31, 10, 4, 22.5, 4, 1.6, 1.6
20200828, 32, 10, 8, 22.5, 4, 1.6, 1.6
20200828, 33, 10, 5, 22.5, 4, 1.6, 1.6
20200828, 34, 10, 8, 22.5, 4, 1.6, 1.6
20200828, 35, 10, 6, 22.5, 4, 1.6, 1.6
20200828, 36, 10, 5, 22.5, 4, 1.6, 1.6
20200828, 37, 10, 3, 22.5, 4, 1.6, 1.6
20200828, 38, 10, 3, 22.5, 4, 1.6, 1.6
20200828, 39, 10, 5, 22.5, 4, 1.6, 1.6
20200828, 40, 10, 5, 22.5, 4, 1.6, 1.6
20200828, 41, 10, 5, 22.5, 4, 1.6, 1.6
20200828, 42, 10, 3, 22.5, 4, 1.6, 1.6
20200828, 43, 10, 5, 22.5, 4, 1.6, 1.6
20200828, 44, 10, 5, 22.5, 4, 1.6, 1.6
20200828, 45, 10, 2, 22.5, 4, 1.6, 1.6
20200828, 46, 10, 3, 22.5, 4, 1.6, 1.6
20200828, 47, 10, 6, 22.5, 4, 1.6, 1.6
20200828, 48, 10, 8, 22.5, 4, 1.6, 1.6
