20200905,0,10,4,22.5,4,1.6,1.6
20200905,1,10,4,22.5,4,1.6,1.6
20200905,2,10,7,22.5,4,1.6,1.6
20200905,3,10,6,22.5,4,1.6,1.6
20200905,4,10,8,22.5,4,1.6,1.6
20200905,5,10,5,22.5,4,1.6,1.6
20200905,6,10,4,22.5,4,1.6,1.6
20200905,7,10,4,22.5,4,1.6,1.6
20200905,8,10,3,22.5,4,1.6,1.6
20200905,9,10,8,22.5,4,1.6,1.6
20200905,10,10,6,22.5,4,1.6,1.6
20200905,11,10,7,22.5,4,1.6,1.6
20200905,12,10,7,22.5,4,1.6,1.6
20200905,13,10,5,22.5,4,1.6,1.6
20200905,14,10,3,22.5,4,1.6,1.6
20200905,15,10,7,22.5,4,1.6,1.6
20200905,16,10,6,22.5,4,1.6,1.6
20200905,17,10,8,22.5,4,1.6,1.6
20200905,18,10,4,22.5,4,1.6,1.6
20200905,19,10,8,22.5,4,1.6,1.6
20200905,20,10,6,22.5,4,1.6,1.6
20200905,21,10,6,22.5,4,1.6,1.6
20200905,22,10,4,22.5,4,1.6,1.6
20200905,23,10,7,22.5,4,1.6,1.6
20200905,24,10,5,22.5,4,1.6,1.6
20200905,25,10,7,22.5,4,1.6,1.6
20200905,26,10,8,22.5,4,1.6,1.6
20200905,27,10,8,22.5,4,1.6,1.6
20200905,28,10,6,22.5,4,1.6,1.6
20200905,29,10,6,22.5,4,1.6,1.6
20200905,30,10,5,22.5,4,1.6,1.6
20200905,31,10,4,22.5,4,1.6,1.6
20200905,32,10,4,22.5,4,1.6,1.6
20200905,33,10,4,22.5,4,1.6,1.6
20200905,34,10,5,22.5,4,1.6,1.6
20200905,35,10,5,22.5,4,1.6,1.6
20200905,36,10,7,22.5,4,1.6,1.6
20200905,37,10,3,22.5,4,1.6,1.6
20200905,38,10,7,22.5,4,1.6,1.6
20200905,39,10,8,22.5,4,1.6,1.6
20200905,40,10,5,22.5,4,1.6,1.6
20200905,41,10,6,22.5,4,1.6,1.6
20200905,42,10,6,22.5,4,1.6,1.6
